timestamp_ms,step,sim_time,phase,phase_name,cmd_x,cmd_y,cmd_yaw,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,raw_action_7,raw_action_8,raw_action_9,raw_action_10,raw_action_11,scaled_action_0,scaled_action_1,scaled_action_2,scaled_action_3,scaled_action_4,scaled_action_5,scaled_action_6,scaled_action_7,scaled_action_8,scaled_action_9,scaled_action_10,scaled_action_11,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_q_6,target_q_7,target_q_8,target_q_9,target_q_10,target_q_11,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11
1420,70,1.420000,1,Forward,1.000000,0.000000,0.000000,0.519940,0.063272,-0.042019,0.019365,-0.026664,-0.999457,1.000000,0.000000,0.000000,-0.095596,-0.008609,-0.008500,-0.028561,0.054335,-0.200781,0.237334,0.006335,0.234145,-0.230949,0.257024,-0.210588,1.063594,0.505656,0.765936,0.948977,2.370008,-2.758460,2.064039,-2.974468,-2.112414,3.909146,-4.653038,2.737851,0.109582,0.234851,0.141354,0.204795,0.718145,-1.187676,1.015728,-0.573996,0.374283,-0.368485,0.382405,-0.234110,0.132598,0.197017,-0.083459,-0.090750,0.586985,-0.574768,0.496281,-0.472282,0.151846,0.113583,-0.028211,0.377727,0.033150,0.049254,-0.020865,-0.022687,0.146746,-0.143692,0.124070,-0.118070,0.037961,0.028396,-0.007053,0.094432,0.033150,0.049254,-0.020865,-0.022687,0.146746,-0.143692,0.124070,-0.118070,0.037961,0.028396,-0.007053,0.094432,-0.095596,-0.008609,-0.008500,-0.028561,0.054335,-0.200781,0.237334,0.006335,0.234145,-0.230949,0.257024,-0.210588,1.063594,0.505656,0.765936,0.948977,2.370007,-2.758460,2.064038,-2.974468,-2.112414,3.909146,-4.653038,2.737851
1440,71,1.440000,1,Forward,1.000000,0.000000,0.000000,0.458964,0.035506,-0.065995,0.020182,-0.035947,-0.999150,1.000000,0.000000,0.000000,-0.060099,0.009493,0.000241,-0.017845,0.102437,-0.218424,0.237554,-0.059149,0.166740,-0.132990,0.152089,-0.107265,2.156185,1.058801,0.250410,0.393765,2.131288,-0.012538,-0.911755,-2.999238,-3.579048,4.833380,-5.010446,5.599761,0.132598,0.197017,-0.083459,-0.090750,0.586985,-0.574768,0.496281,-0.472282,0.151846,0.113583,-0.028211,0.377727,-0.164167,0.248764,0.076396,-0.277037,0.676465,-0.452247,0.532135,-0.112748,0.044644,0.466506,-0.373458,1.114231,-0.041042,0.062191,0.019099,-0.069259,0.169116,-0.113062,0.133034,-0.028187,0.011161,0.116626,-0.093364,0.278558,-0.041042,0.062191,0.019099,-0.069259,0.169116,-0.113062,0.133034,-0.028187,0.011161,0.116626,-0.093364,0.278558,-0.060099,0.009493,0.000241,-0.017845,0.102437,-0.218423,0.237554,-0.059149,0.166740,-0.132990,0.152089,-0.107265,2.156185,1.058801,0.250410,0.393765,2.131288,-0.012538,-0.911755,-2.999238,-3.579048,4.833380,-5.010446,5.599761
1460,72,1.460000,1,Forward,1.000000,0.000000,0.000000,0.400830,0.080558,-0.080921,0.021703,-0.044108,-0.998791,1.000000,0.000000,0.000000,-0.031866,0.033303,0.008110,-0.022154,0.140319,-0.198807,0.208009,-0.088795,0.098494,-0.030310,0.048745,0.038218,1.016449,1.192753,0.434068,-0.463543,1.664110,1.389308,-1.679392,-0.603421,-3.049273,4.814795,-4.789057,7.223428,-0.164167,0.248764,0.076396,-0.277037,0.676465,-0.452247,0.532135,-0.112748,0.044644,0.466506,-0.373458,1.114231,-0.210613,0.288170,0.382383,-0.084422,0.799856,-0.496466,0.643252,-0.074106,-0.077855,0.554460,-0.866653,1.422508,-0.052653,0.072043,0.095596,-0.021106,0.199964,-0.124117,0.160813,-0.018527,-0.019464,0.138615,-0.216663,0.355627,-0.052653,0.072043,0.095596,-0.021106,0.199964,-0.124117,0.160813,-0.018527,-0.019464,0.138615,-0.216663,0.355627,-0.031866,0.033303,0.008110,-0.022154,0.140319,-0.198807,0.208009,-0.088795,0.098494,-0.030310,0.048745,0.038218,1.016449,1.192753,0.434068,-0.463543,1.664110,1.389308,-1.679392,-0.603421,-3.049273,4.814795,-4.789057,7.223428
1480,73,1.480000,1,Forward,1.000000,0.000000,0.000000,0.285472,0.065643,-0.113726,0.023208,-0.050123,-0.998473,1.000000,0.000000,0.000000,-0.024549,0.054257,0.027665,-0.025462,0.171598,-0.168491,0.183954,-0.079130,0.044363,0.050550,-0.057347,0.176025,0.085298,0.916793,1.034272,-0.044819,1.416834,1.507269,-0.823337,0.975190,-2.344355,3.444278,-4.868537,6.206975,-0.210613,0.288170,0.382383,-0.084422,0.799856,-0.496466,0.643252,-0.074106,-0.077855,0.554460,-0.866653,1.422508,-0.094289,0.386379,0.411108,0.063768,1.027118,-0.522433,0.754853,0.002014,-0.333032,0.916376,-1.397897,1.689630,-0.023572,0.096595,0.102777,0.015942,0.256780,-0.130608,0.188713,0.000503,-0.083258,0.229094,-0.349474,0.422408,-0.023572,0.096595,0.102777,0.015942,0.256780,-0.130608,0.188713,0.000503,-0.083258,0.229094,-0.349474,0.422408,-0.024549,0.054257,0.027665,-0.025462,0.171598,-0.168491,0.183954,-0.079130,0.044363,0.050550,-0.057347,0.176025,0.085298,0.916793,1.034272,-0.044819,1.416834,1.507269,-0.823337,0.975190,-2.344355,3.444278,-4.868538,6.206975
1500,74,1.500000,1,Forward,1.000000,0.000000,0.000000,-0.484594,-0.313968,-0.127433,0.018891,-0.044099,-0.998849,1.000000,0.000000,0.000000,-0.023490,0.065488,0.046637,-0.021201,0.205353,-0.141986,0.148141,-0.050226,-0.007662,0.125074,-0.102392,0.286769,0.033909,0.208423,1.060900,0.244921,1.697681,1.225637,-2.920782,1.571528,-2.427873,3.449029,0.123752,4.836215,-0.094289,0.386379,0.411108,0.063768,1.027118,-0.522433,0.754853,0.002014,-0.333032,0.916376,-1.397897,1.689630,0.095546,0.795608,0.204538,0.113869,0.859149,-0.530416,0.704138,0.385556,-0.828536,1.507992,-1.938363,1.754527,0.023886,0.198902,0.051135,0.028467,0.214787,-0.132604,0.176035,0.096389,-0.207134,0.376998,-0.484591,0.438632,0.023886,0.198902,0.051135,0.028467,0.214787,-0.132604,0.176035,0.096389,-0.207134,0.376998,-0.484591,0.438632,-0.023490,0.065488,0.046637,-0.021201,0.205353,-0.141986,0.148141,-0.050226,-0.007662,0.125074,-0.102392,0.286769,0.033909,0.208423,1.060900,0.244921,1.697681,1.225637,-2.920782,1.571528,-2.427873,3.449029,0.123752,4.836214
1520,75,1.520000,1,Forward,1.000000,0.000000,0.000000,-0.839914,-0.752559,-0.069830,0.004373,-0.026744,-0.999633,1.000000,0.000000,0.000000,-0.019373,0.069038,0.067115,-0.010714,0.222251,-0.106922,0.083438,0.000604,-0.078722,0.175579,-0.089349,0.360345,0.114461,-0.210953,0.707609,0.530988,0.228878,3.106757,-3.161198,2.937925,-3.643528,-0.337224,0.712416,2.988066,0.095546,0.795608,0.204538,0.113869,0.859149,-0.530416,0.704138,0.385556,-0.828536,1.507992,-1.938363,1.754527,0.269873,1.281025,0.620771,0.200940,0.734986,-0.660497,0.782925,0.612779,-1.111326,2.465314,-2.412686,1.630384,0.067468,0.320256,0.155193,0.050235,0.183746,-0.165124,0.195731,0.153195,-0.277831,0.616329,-0.603172,0.407596,0.067468,0.320256,0.155193,0.050235,0.183746,-0.165124,0.195731,0.153195,-0.277831,0.616329,-0.603172,0.407596,-0.019373,0.069038,0.067114,-0.010714,0.222251,-0.106922,0.083438,0.000604,-0.078722,0.175579,-0.089349,0.360345,0.114461,-0.210953,0.707609,0.530988,0.228878,3.106757,-3.161198,2.937925,-3.643528,-0.337224,0.712416,2.988066
1540,76,1.540000,1,Forward,1.000000,0.000000,0.000000,0.060221,-0.205997,0.079692,-0.001268,-0.025688,-0.999669,1.000000,0.000000,0.000000,-0.012208,0.069027,0.068480,-0.001008,0.205192,-0.051031,0.033101,0.073253,-0.158046,0.159331,-0.083517,0.391073,0.450230,0.184418,-0.266610,0.395092,-1.274485,2.325698,-2.153048,3.674097,-3.750983,-0.458086,-0.002998,0.941297,0.269873,1.281025,0.620771,0.200940,0.734986,-0.660497,0.782925,0.612779,-1.111326,2.465314,-2.412686,1.630384,0.272911,1.515456,1.191869,0.405324,0.593138,-0.580358,1.346688,0.802989,-1.357000,3.457093,-3.270106,1.615408,0.068228,0.378864,0.297967,0.101331,0.148285,-0.145089,0.336672,0.200747,-0.339250,0.864273,-0.817527,0.403852,0.068228,0.378864,0.297967,0.101331,0.148285,-0.145089,0.336672,0.200747,-0.339250,0.864273,-0.817527,0.403852,-0.012208,0.069027,0.068480,-0.001008,0.205192,-0.051031,0.033101,0.073253,-0.158046,0.159331,-0.083517,0.391073,0.450230,0.184418,-0.266610,0.395092,-1.274485,2.325698,-2.153048,3.674097,-3.750982,-0.458086,-0.002998,0.941297
1560,77,1.560000,1,Forward,1.000000,0.000000,0.000000,0.274638,0.125001,0.057848,0.000473,-0.031026,-0.999518,1.000000,0.000000,0.000000,-0.003067,0.073674,0.061251,0.009458,0.169884,-0.029866,0.010819,0.148225,-0.233002,0.186105,-0.109888,0.397356,0.443908,0.243838,-0.377812,0.552069,-1.865685,0.391978,-0.577579,3.512858,-3.434777,2.339367,-2.056711,0.107479,0.272911,1.515456,1.191869,0.405324,0.593138,-0.580358,1.346688,0.802989,-1.357000,3.457093,-3.270106,1.615408,0.221094,1.312370,1.150181,0.485328,0.225459,-0.764025,1.556724,0.850172,-1.248644,3.308686,-2.967907,1.212097,0.055273,0.328093,0.287545,0.121332,0.056365,-0.191006,0.389181,0.212543,-0.312161,0.827172,-0.741977,0.303024,0.055273,0.328093,0.287545,0.121332,0.056365,-0.191006,0.389181,0.212543,-0.312161,0.827172,-0.741977,0.303024,-0.003067,0.073674,0.061251,0.009458,0.169884,-0.029866,0.010819,0.148225,-0.233002,0.186105,-0.109888,0.397356,0.443908,0.243838,-0.377812,0.552069,-1.865685,0.391978,-0.577579,3.512858,-3.434777,2.339367,-2.056711,0.107479
1580,78,1.580000,1,Forward,1.000000,0.000000,0.000000,0.139236,0.321563,-0.041088,0.006409,-0.034234,-0.999393,1.000000,0.000000,0.000000,0.006027,0.077361,0.055372,0.024829,0.118699,-0.041994,0.013987,0.206941,-0.276459,0.260931,-0.169013,0.368454,0.422728,0.134709,-0.207242,0.828836,-2.669361,-1.087427,0.557030,2.451528,-1.585943,4.457906,-3.482613,-1.819173,0.221094,1.312370,1.150181,0.485328,0.225459,-0.764025,1.556724,0.850172,-1.248644,3.308686,-2.967907,1.212097,-0.227497,0.356926,0.526765,0.251890,-0.411720,0.013720,0.504776,1.139717,-1.048225,1.985957,-1.840761,0.644696,-0.056874,0.089231,0.131691,0.062973,-0.102930,0.003430,0.126194,0.284929,-0.262056,0.496489,-0.460190,0.161174,-0.056874,0.089231,0.131691,0.062973,-0.102930,0.003430,0.126194,0.284929,-0.262056,0.496489,-0.460190,0.161174,0.006027,0.077361,0.055372,0.024829,0.118699,-0.041994,0.013987,0.206941,-0.276459,0.260931,-0.169013,0.368454,0.422728,0.134709,-0.207242,0.828836,-2.669361,-1.087427,0.557030,2.451528,-1.585943,4.457906,-3.482613,-1.819173
1600,79,1.600000,1,Forward,1.000000,0.000000,0.000000,-0.292305,0.069054,-0.088885,0.008772,-0.029607,-0.999523,1.000000,0.000000,0.000000,-0.001609,0.074740,0.057071,0.038232,0.045750,-0.050264,0.020855,0.249265,-0.281589,0.335775,-0.239004,0.296360,-0.746834,-0.272313,0.258116,0.541013,-3.874010,-0.048872,0.258927,1.822184,0.186270,3.333326,-3.532727,-3.879867,-0.227497,0.356926,0.526765,0.251890,-0.411720,0.013720,0.504776,1.139717,-1.048225,1.985957,-1.840761,0.644696,-0.216990,-0.068461,-0.385977,-0.094278,-0.843140,1.132061,-1.180200,1.446864,-0.349561,0.043645,0.097970,0.175638,-0.054248,-0.017115,-0.096494,-0.023570,-0.210785,0.283015,-0.295050,0.361716,-0.087390,0.010911,0.024493,0.043910,-0.054248,-0.017115,-0.096494,-0.023570,-0.210785,0.283015,-0.295050,0.361716,-0.087390,0.010911,0.024493,0.043910,-0.001609,0.074740,0.057071,0.038232,0.045750,-0.050264,0.020855,0.249265,-0.281589,0.335775,-0.239004,0.296360,-0.746834,-0.272313,0.258116,0.541013,-3.874010,-0.048872,0.258927,1.822184,0.186270,3.333326,-3.532727,-3.879867
1620,80,1.620000,1,Forward,1.000000,0.000000,0.000000,-0.287244,-0.130478,-0.012131,0.006582,-0.023500,-0.999702,1.000000,0.000000,0.000000,-0.017894,0.063371,0.043208,0.035519,-0.049124,0.027980,-0.048094,0.288923,-0.223203,0.260436,-0.183119,0.198565,-0.884749,-0.787194,-1.175225,-0.506293,-4.823870,5.206913,-4.710100,1.950646,3.549124,-5.704802,4.593141,-4.806367,-0.216990,-0.068461,-0.385977,-0.094278,-0.843140,1.132061,-1.180200,1.446864,-0.349561,0.043645,0.097970,0.175638,-0.020595,0.325856,-0.236477,-0.127857,-0.023637,0.597228,-0.751300,0.734168,0.201024,-0.591390,0.417524,-0.087158,-0.005149,0.081464,-0.059119,-0.031964,-0.005909,0.149307,-0.187825,0.183542,0.050256,-0.147848,0.104381,-0.021790,-0.005149,0.081464,-0.059119,-0.031964,-0.005909,0.149307,-0.187825,0.183542,0.050256,-0.147848,0.104381,-0.021790,-0.017894,0.063371,0.043208,0.035519,-0.049124,0.027980,-0.048094,0.288923,-0.223203,0.260436,-0.183119,0.198565,-0.884749,-0.787194,-1.175225,-0.506293,-4.823870,5.206913,-4.710100,1.950646,3.549125,-5.704802,4.593141,-4.806368
1640,81,1.640000,1,Forward,1.000000,0.000000,0.000000,-0.298805,-0.113217,0.015160,0.004181,-0.017644,-0.999836,1.000000,0.000000,0.000000,-0.028322,0.056436,0.007757,0.014019,-0.093785,0.114131,-0.128192,0.288258,-0.123783,0.107558,-0.072038,0.105998,-0.320164,-0.165985,-1.980120,-1.275971,-0.942641,3.541635,-3.425864,-0.893754,5.026202,-7.609230,5.385346,-4.206558,-0.020595,0.325856,-0.236477,-0.127857,-0.023637,0.597228,-0.751300,0.734168,0.201024,-0.591390,0.417524,-0.087158,-0.532002,0.152555,0.039508,-0.137011,0.016463,0.226003,-0.692245,0.311156,0.502103,-1.062065,0.725036,-0.654331,-0.133001,0.038139,0.009877,-0.034253,0.004116,0.056501,-0.173061,0.077789,0.125526,-0.265516,0.181259,-0.163583,-0.133001,0.038139,0.009877,-0.034253,0.004116,0.056501,-0.173061,0.077789,0.125526,-0.265516,0.181259,-0.163583,-0.028322,0.056436,0.007757,0.014019,-0.093785,0.114131,-0.128192,0.288258,-0.123783,0.107558,-0.072038,0.105998,-0.320164,-0.165985,-1.980120,-1.275971,-0.942641,3.541635,-3.425864,-0.893754,5.026202,-7.609229,5.385346,-4.206558
1660,82,1.660000,1,Forward,1.000000,0.000000,0.000000,-0.265529,-0.133493,0.051512,0.001610,-0.012170,-0.999925,1.000000,0.000000,0.000000,-0.056168,0.046236,-0.015399,-0.011527,-0.083745,0.141162,-0.176716,0.238204,-0.020957,-0.046220,0.034829,0.002556,-1.763281,-0.609941,-0.736512,-1.220414,1.112227,0.234422,-1.798227,-3.104708,4.772060,-7.100056,4.875096,-5.096093,-0.532002,0.152555,0.039508,-0.137011,0.016463,0.226003,-0.692245,0.311156,0.502103,-1.062065,0.725036,-0.654331,-0.597761,0.059510,0.033330,-0.294399,-0.468755,0.160687,-0.200026,0.455672,0.968347,-0.995392,0.915082,-0.975220,-0.149440,0.014877,0.008333,-0.073600,-0.117189,0.040172,-0.050006,0.113918,0.242087,-0.248848,0.228770,-0.243805,-0.149440,0.014877,0.008333,-0.073600,-0.117189,0.040172,-0.050006,0.113918,0.242087,-0.248848,0.228770,-0.243805,-0.056168,0.046236,-0.015399,-0.011527,-0.083745,0.141162,-0.176716,0.238204,-0.020957,-0.046220,0.034829,0.002556,-1.763281,-0.609941,-0.736512,-1.220414,1.112227,0.234422,-1.798227,-3.104708,4.772060,-7.100056,4.875096,-5.096093
1680,83,1.680000,1,Forward,1.000000,0.000000,0.000000,-0.360307,-0.064619,0.049203,0.000113,-0.005360,-0.999986,1.000000,0.000000,0.000000,-0.088620,0.030534,-0.022329,-0.036951,-0.080919,0.119371,-0.170400,0.186146,0.086985,-0.150176,0.120125,-0.099468,-1.335906,-0.780998,-0.118595,-1.088501,-0.290516,-1.578994,1.252560,-2.089168,5.055918,-4.147575,3.735182,-4.447070,-0.597761,0.059510,0.033330,-0.294399,-0.468755,0.160687,-0.200026,0.455672,0.968347,-0.995392,0.915082,-0.975220,-0.765550,0.037782,-0.012470,-0.493305,-0.548732,-0.072809,-0.201442,0.509802,1.395853,-1.395279,1.450525,-1.361061,-0.191388,0.009446,-0.003117,-0.123326,-0.137183,-0.018202,-0.050360,0.127450,0.348963,-0.348820,0.362631,-0.340265,-0.191388,0.009446,-0.003117,-0.123326,-0.137183,-0.018202,-0.050360,0.127450,0.348963,-0.348820,0.362631,-0.340265,-0.088620,0.030534,-0.022329,-0.036951,-0.080919,0.119371,-0.170400,0.186146,0.086985,-0.150176,0.120125,-0.099468,-1.335906,-0.780998,-0.118595,-1.088501,-0.290516,-1.578994,1.252559,-2.089168,5.055918,-4.147575,3.735182,-4.447070
1700,84,1.700000,1,Forward,1.000000,0.000000,0.000000,-0.517390,0.286847,-0.005742,0.004168,0.004290,-0.999982,1.000000,0.000000,0.000000,-0.102485,0.022987,-0.017273,-0.052356,-0.069867,0.069191,-0.130044,0.141049,0.143406,-0.233285,0.213927,-0.125373,-0.168432,0.069878,0.466943,-0.406572,2.587404,-2.888845,2.355453,-2.777964,-1.007916,-3.784333,4.603813,1.201692,-0.765550,0.037782,-0.012470,-0.493305,-0.548732,-0.072809,-0.201442,0.509802,1.395853,-1.395279,1.450525,-1.361061,-1.161606,-0.120278,-0.124958,-1.073816,-0.711098,-0.202050,-0.056387,0.445101,2.596928,-1.576022,1.777475,-1.862487,-0.290401,-0.030070,-0.031239,-0.268454,-0.177775,-0.050512,-0.014097,0.111275,0.649232,-0.394005,0.444369,-0.465622,-0.290401,-0.030070,-0.031239,-0.268454,-0.177775,-0.050512,-0.014097,0.111275,0.649232,-0.394005,0.444369,-0.465622,-0.102485,0.022987,-0.017273,-0.052356,-0.069867,0.069191,-0.130044,0.141049,0.143406,-0.233285,0.213927,-0.125373,-0.168432,0.069878,0.466943,-0.406572,2.587403,-2.888845,2.355452,-2.777964,-1.007916,-3.784333,4.603813,1.201692
1720,85,1.720000,1,Forward,1.000000,0.000000,0.000000,0.057683,0.172969,-0.047838,0.008155,0.004588,-0.999956,1.000000,0.000000,0.000000,-0.106876,0.025693,-0.006644,-0.052530,-0.006518,0.006279,-0.074905,0.084424,0.102113,-0.302013,0.308663,-0.092706,-0.300490,0.143179,0.554361,0.176801,3.068926,-3.080352,2.813097,-2.691202,-1.860395,-3.040678,4.382520,1.408718,-1.161606,-0.120278,-0.124958,-1.073816,-0.711098,-0.202050,-0.056387,0.445101,2.596928,-1.576022,1.777475,-1.862487,-1.331936,-0.171501,-0.347295,-1.707971,-1.207427,-0.197578,0.387623,0.433826,3.273700,-1.416907,1.775197,-2.505669,-0.332984,-0.042875,-0.086824,-0.426993,-0.301857,-0.049394,0.096906,0.108456,0.818425,-0.354227,0.443799,-0.626417,-0.332984,-0.042875,-0.086824,-0.426993,-0.301857,-0.049394,0.096906,0.108456,0.818425,-0.354227,0.443799,-0.626417,-0.106876,0.025693,-0.006644,-0.052530,-0.006518,0.006279,-0.074905,0.084424,0.102113,-0.302013,0.308663,-0.092706,-0.300490,0.143179,0.554361,0.176801,3.068926,-3.080352,2.813097,-2.691202,-1.860395,-3.040678,4.382520,1.408718
1740,86,1.740000,1,Forward,1.000000,0.000000,0.000000,0.206759,0.010226,-0.001322,0.008746,0.000570,-0.999962,1.000000,0.000000,0.000000,-0.111304,0.025220,-0.005624,-0.049877,0.035266,-0.046290,0.000449,0.043923,0.098406,-0.335050,0.372570,-0.090354,-0.171061,-0.105464,-0.128439,0.094071,1.516397,-2.247336,3.936006,-1.663352,0.810305,-1.053452,2.552122,-0.616327,-1.331936,-0.171501,-0.347295,-1.707971,-1.207427,-0.197578,0.387623,0.433826,3.273700,-1.416907,1.775197,-2.505669,-1.203171,-0.370488,-0.358683,-1.349670,-1.584481,-0.425432,0.741445,0.747730,3.540063,-1.388763,1.546018,-3.049810,-0.300793,-0.092622,-0.089671,-0.337418,-0.396120,-0.106358,0.185361,0.186932,0.885016,-0.347191,0.386505,-0.762453,-0.300793,-0.092622,-0.089671,-0.337418,-0.396120,-0.106358,0.185361,0.186932,0.885016,-0.347191,0.386505,-0.762453,-0.111304,0.025220,-0.005624,-0.049877,0.035266,-0.046290,0.000449,0.043923,0.098406,-0.335050,0.372570,-0.090354,-0.171061,-0.105464,-0.128439,0.094071,1.516397,-2.247336,3.936006,-1.663352,0.810305,-1.053452,2.552122,-0.616327
1760,87,1.760000,1,Forward,1.000000,0.000000,0.000000,0.228368,0.076305,0.019124,0.009947,-0.003922,-0.999943,1.000000,0.000000,0.000000,-0.112366,0.013840,-0.012370,-0.047308,0.042818,-0.092193,0.089649,0.032982,0.147465,-0.342144,0.390113,-0.136503,-0.016323,-0.748805,-0.383134,0.143499,-0.233579,-2.133998,4.371044,0.011828,3.355340,-0.118603,0.274654,-3.183332,-1.203171,-0.370488,-0.358683,-1.349670,-1.584481,-0.425432,0.741445,0.747730,3.540063,-1.388763,1.546018,-3.049810,-0.928510,-0.382585,-0.237677,-0.830030,-1.255091,-0.783597,0.950880,0.594075,3.285197,-1.060032,1.034748,-2.816547,-0.232128,-0.095646,-0.059419,-0.207508,-0.313773,-0.195899,0.237720,0.148519,0.821299,-0.265008,0.258687,-0.704137,-0.232128,-0.095646,-0.059419,-0.207508,-0.313773,-0.195899,0.237720,0.148519,0.821299,-0.265008,0.258687,-0.704137,-0.112366,0.013840,-0.012370,-0.047308,0.042818,-0.092193,0.089649,0.032982,0.147465,-0.342144,0.390113,-0.136503,-0.016323,-0.748805,-0.383134,0.143499,-0.233579,-2.133998,4.371043,0.011828,3.355340,-0.118603,0.274654,-3.183333
1780,88,1.780000,1,Forward,1.000000,0.000000,0.000000,0.415521,0.083247,0.019938,0.011650,-0.011667,-0.999864,1.000000,0.000000,0.000000,-0.113711,-0.006739,-0.017562,-0.041645,0.024523,-0.142478,0.171513,0.043617,0.236557,-0.317874,0.352297,-0.217768,-0.110983,-1.093040,-0.173597,0.346825,-1.286007,-2.477916,3.683643,0.779853,5.066120,1.523271,-2.432056,-4.502437,-0.928510,-0.382585,-0.237677,-0.830030,-1.255091,-0.783597,0.950880,0.594075,3.285197,-1.060032,1.034748,-2.816547,0.023162,0.200009,0.143251,0.185242,0.579968,-1.183002,1.068157,-0.477129,0.571415,-0.421460,0.400837,-0.394616,0.005791,0.050002,0.035813,0.046310,0.144992,-0.295751,0.267039,-0.119282,0.142854,-0.105365,0.100209,-0.098654,0.005791,0.050002,0.035813,0.046310,0.144992,-0.295751,0.267039,-0.119282,0.142854,-0.105365,0.100209,-0.098654,-0.113711,-0.006739,-0.017562,-0.041645,0.024523,-0.142478,0.171513,0.043617,0.236557,-0.317874,0.352297,-0.217768,-0.110983,-1.093040,-0.173597,0.346825,-1.286007,-2.477916,3.683643,0.779853,5.066120,1.523271,-2.432056,-4.502437
1800,89,1.800000,1,Forward,1.000000,0.000000,0.000000,0.472153,0.022256,-0.029533,0.012256,-0.021087,-0.999703,1.000000,0.000000,0.000000,-0.102101,-0.009256,-0.008801,-0.027472,0.044086,-0.198788,0.229924,0.010931,0.244724,-0.247076,0.264735,-0.212543,0.912870,0.365267,0.721283,0.893202,1.832015,-2.794629,2.412198,-2.492412,-1.140195,3.902188,-4.652190,1.775659,0.023162,0.200009,0.143251,0.185242,0.579968,-1.183002,1.068157,-0.477129,0.571415,-0.421460,0.400837,-0.394616,0.134648,0.194986,-0.060951,-0.035886,0.609322,-0.613826,0.545766,-0.519784,0.201618,0.084065,0.022707,0.340857,0.033662,0.048747,-0.015238,-0.008972,0.152331,-0.153456,0.136441,-0.129946,0.050405,0.021016,0.005677,0.085214,0.033662,0.048747,-0.015238,-0.008972,0.152331,-0.153456,0.136441,-0.129946,0.050405,0.021016,0.005677,0.085214,-0.102101,-0.009256,-0.008801,-0.027472,0.044086,-0.198788,0.229924,0.010931,0.244724,-0.247076,0.264735,-0.212543,0.912870,0.365267,0.721283,0.893202,1.832015,-2.794629,2.412198,-2.492412,-1.140195,3.902188,-4.652190,1.775659
1820,90,1.820000,1,Forward,1.000000,0.000000,0.000000,0.389295,-0.014553,-0.064014,0.012070,-0.029115,-0.999503,1.000000,0.000000,0.000000,-0.070466,0.006815,0.000778,-0.016038,0.092445,-0.218882,0.237499,-0.055198,0.185264,-0.146565,0.161228,-0.118907,2.029283,0.984892,0.326964,0.488659,2.328045,-0.169232,-0.547507,-3.210948,-3.436634,4.993115,-4.918904,5.350935,0.134648,0.194986,-0.060951,-0.035886,0.609322,-0.613826,0.545766,-0.519784,0.201618,0.084065,0.022707,0.340857,-0.160699,0.225383,0.089011,-0.255760,0.600807,-0.390200,0.493056,-0.158608,0.154885,0.461049,-0.295447,1.058788,-0.040175,0.056346,0.022253,-0.063940,0.150202,-0.097550,0.123264,-0.039652,0.038721,0.115262,-0.073862,0.264697,-0.040175,0.056346,0.022253,-0.063940,0.150202,-0.097550,0.123264,-0.039652,0.038721,0.115262,-0.073862,0.264697,-0.070466,0.006815,0.000778,-0.016038,0.092445,-0.218882,0.237499,-0.055198,0.185264,-0.146565,0.161228,-0.118907,2.029283,0.984892,0.326964,0.488659,2.328045,-0.169232,-0.547507,-3.210947,-3.436634,4.993115,-4.918904,5.350934
1840,91,1.840000,1,Forward,1.000000,0.000000,0.000000,0.315256,0.019044,-0.080947,0.012386,-0.035616,-0.999289,1.000000,0.000000,0.000000,-0.040679,0.029249,0.010536,-0.018683,0.130478,-0.197615,0.209665,-0.090693,0.121062,-0.039646,0.061850,0.024316,1.173147,1.131914,0.523935,-0.385478,1.591446,1.569476,-1.714486,-0.909309,-2.851696,5.030540,-4.576337,7.161340,-0.160699,0.225383,0.089011,-0.255760,0.600807,-0.390200,0.493056,-0.158608,0.154885,0.461049,-0.295447,1.058788,-0.212456,0.292588,0.364639,-0.113117,0.745981,-0.439184,0.587992,-0.090026,0.029314,0.570992,-0.740233,1.386927,-0.053114,0.073147,0.091160,-0.028279,0.186495,-0.109796,0.146998,-0.022506,0.007328,0.142748,-0.185058,0.346732,-0.053114,0.073147,0.091160,-0.028279,0.186495,-0.109796,0.146998,-0.022506,0.007328,0.142748,-0.185058,0.346732,-0.040679,0.029249,0.010536,-0.018683,0.130478,-0.197615,0.209665,-0.090693,0.121062,-0.039646,0.061850,0.024316,1.173147,1.131914,0.523935,-0.385478,1.591446,1.569476,-1.714486,-0.909309,-2.851696,5.030540,-4.576337,7.161340
