timestamp_ms,step,sim_time,phase,phase_name,cmd_x,cmd_y,cmd_yaw,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,raw_action_7,raw_action_8,raw_action_9,raw_action_10,raw_action_11,scaled_action_0,scaled_action_1,scaled_action_2,scaled_action_3,scaled_action_4,scaled_action_5,scaled_action_6,scaled_action_7,scaled_action_8,scaled_action_9,scaled_action_10,scaled_action_11,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_q_6,target_q_7,target_q_8,target_q_9,target_q_10,target_q_11,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11
2720,135,2.720000,1,Forward,1.000000,0.000000,0.000000,0.134580,0.257967,-0.023616,0.018145,-0.029888,-0.999389,1.000000,0.000000,0.000000,0.008773,0.077069,0.044311,0.023952,0.142443,-0.032645,-0.004756,0.202235,-0.290627,0.236684,-0.122426,0.371155,0.483301,0.181690,-0.256669,0.785182,-2.790466,-0.825606,0.405917,2.826062,-2.252070,4.223397,-3.462382,-1.352823,0.223199,1.386253,1.229698,0.493823,0.281168,-0.737977,1.537006,0.877243,-1.386772,3.313816,-2.967326,1.288038,-0.074435,0.662195,0.661042,0.298556,-0.221731,-0.387767,0.881195,1.024216,-1.214263,2.320632,-2.030548,0.760140,-0.018609,0.165549,0.165261,0.074639,-0.055433,-0.096942,0.220299,0.256054,-0.303566,0.580158,-0.507637,0.190035,-0.018609,0.165549,0.165261,0.074639,-0.055433,-0.096942,0.220299,0.256054,-0.303566,0.580158,-0.507637,0.190035,0.008773,0.077069,0.044311,0.023952,0.142443,-0.032645,-0.004756,0.202235,-0.290627,0.236684,-0.122426,0.371155,0.483301,0.181690,-0.256669,0.785182,-2.790466,-0.825606,0.405917,2.826062,-2.252070,4.223397,-3.462382,-1.352823
2740,136,2.740000,1,Forward,1.000000,0.000000,0.000000,-0.232916,0.193015,-0.087471,0.022370,-0.026164,-0.999407,1.000000,0.000000,0.000000,0.006695,0.076587,0.043631,0.035888,0.070368,-0.047751,0.004971,0.246075,-0.307889,0.320648,-0.195935,0.309408,-0.380549,-0.137405,0.112329,0.478097,-3.740784,-0.686161,0.548411,1.753155,-0.347002,4.145656,-3.813830,-3.390705,-0.074435,0.662195,0.661042,0.298556,-0.221731,-0.387767,0.881195,1.024216,-1.214263,2.320632,-2.030548,0.760140,-0.333669,-0.072716,-0.267891,-0.036334,-0.893788,1.148974,-1.154300,1.590377,-0.578121,0.240696,-0.035079,0.262825,-0.083417,-0.018179,-0.066973,-0.009084,-0.223447,0.287243,-0.288575,0.397594,-0.144530,0.060174,-0.008770,0.065706,-0.083417,-0.018179,-0.066973,-0.009084,-0.223447,0.287243,-0.288575,0.397594,-0.144530,0.060174,-0.008770,0.065706,0.006695,0.076587,0.043631,0.035888,0.070368,-0.047751,0.004971,0.246075,-0.307889,0.320648,-0.195935,0.309408,-0.380549,-0.137405,0.112329,0.478097,-3.740784,-0.686161,0.548411,1.753156,-0.347002,4.145656,-3.813830,-3.390705
2760,137,2.760000,1,Forward,1.000000,0.000000,0.000000,-0.241808,-0.024817,-0.033174,0.022497,-0.021035,-0.999526,1.000000,0.000000,0.000000,-0.013140,0.066640,0.034251,0.036475,-0.029513,0.021513,-0.054121,0.293161,-0.261801,0.267109,-0.162998,0.216744,-1.281656,-0.749262,-0.795881,-0.264029,-5.244998,4.882793,-4.195286,2.488197,2.962996,-4.625459,3.251728,-4.641081,-0.333669,-0.072716,-0.267891,-0.036334,-0.893788,1.148974,-1.154300,1.590377,-0.578121,0.240696,-0.035079,0.262825,0.017419,0.285396,-0.308243,-0.109439,-0.114608,0.743677,-0.899010,0.914325,0.082649,-0.484844,0.469237,-0.051180,0.004355,0.071349,-0.077061,-0.027360,-0.028652,0.185919,-0.224752,0.228581,0.020662,-0.121211,0.117309,-0.012795,0.004355,0.071349,-0.077061,-0.027360,-0.028652,0.185919,-0.224752,0.228581,0.020662,-0.121211,0.117309,-0.012795,-0.013140,0.066640,0.034251,0.036475,-0.029513,0.021513,-0.054121,0.293161,-0.261801,0.267109,-0.162998,0.216744,-1.281656,-0.749262,-0.795881,-0.264029,-5.244997,4.882793,-4.195286,2.488197,2.962996,-4.625459,3.251728,-4.641081
2780,138,2.780000,1,Forward,1.000000,0.000000,0.000000,-0.266661,-0.029427,-0.002516,0.021804,-0.015863,-0.999636,1.000000,0.000000,0.000000,-0.025873,0.058548,0.004717,0.018985,-0.087706,0.112974,-0.137249,0.306168,-0.162989,0.126009,-0.063364,0.122479,-0.320375,-0.282976,-1.850103,-1.115131,-1.682661,4.057893,-3.771351,-0.179198,5.172016,-7.212862,5.163745,-4.361071,0.017419,0.285396,-0.308243,-0.109439,-0.114608,0.743677,-0.899010,0.914325,0.082649,-0.484844,0.469237,-0.051180,-0.435466,0.163011,-0.011741,-0.155056,0.110021,0.276410,-0.851912,0.337984,0.404829,-1.031086,0.765924,-0.521102,-0.108866,0.040753,-0.002935,-0.038764,0.027505,0.069102,-0.212978,0.084496,0.101207,-0.257772,0.191481,-0.130276,-0.108866,0.040753,-0.002935,-0.038764,0.027505,0.069102,-0.212978,0.084496,0.101207,-0.257772,0.191481,-0.130276,-0.025873,0.058548,0.004717,0.018985,-0.087706,0.112974,-0.137249,0.306168,-0.162989,0.126009,-0.063364,0.122479,-0.320375,-0.282976,-1.850104,-1.115131,-1.682661,4.057894,-3.771351,-0.179198,5.172016,-7.212862,5.163745,-4.361071
2800,139,2.800000,1,Forward,1.000000,0.000000,0.000000,-0.263052,-0.050512,0.042460,0.020891,-0.010534,-0.999726,1.000000,0.000000,0.000000,-0.050054,0.046690,-0.018575,-0.007306,-0.082272,0.149608,-0.195708,0.260735,-0.055453,-0.027917,0.042557,0.023642,-1.504681,-0.671387,-0.817374,-1.335068,1.115947,0.655034,-2.335528,-3.083330,5.019821,-7.240241,4.884396,-4.766189,-0.435466,0.163011,-0.011741,-0.155056,0.110021,0.276410,-0.851912,0.337984,0.404829,-1.031086,0.765924,-0.521102,-0.546240,0.017427,0.017910,-0.314149,-0.466052,0.193942,-0.274526,0.504591,0.923841,-0.965940,0.979928,-0.882563,-0.136560,0.004357,0.004478,-0.078537,-0.116513,0.048485,-0.068631,0.126148,0.230960,-0.241485,0.244982,-0.220641,-0.136560,0.004357,0.004478,-0.078537,-0.116513,0.048485,-0.068631,0.126148,0.230960,-0.241485,0.244982,-0.220641,-0.050054,0.046690,-0.018575,-0.007306,-0.082272,0.149608,-0.195708,0.260735,-0.055453,-0.027917,0.042557,0.023642,-1.504681,-0.671387,-0.817374,-1.335068,1.115947,0.655034,-2.335528,-3.083330,5.019821,-7.240241,4.884395,-4.766189
2820,140,2.820000,1,Forward,1.000000,0.000000,0.000000,-0.370872,0.033066,0.042806,0.021236,-0.003508,-0.999768,1.000000,0.000000,0.000000,-0.079724,0.027559,-0.026974,-0.037464,-0.079348,0.132154,-0.195272,0.204582,0.061307,-0.135562,0.129976,-0.077859,-1.293979,-0.983177,-0.181066,-1.373325,-0.294841,-1.464408,1.084214,-2.411100,5.509720,-4.336167,3.870288,-4.553362,-0.546240,0.017427,0.017910,-0.314149,-0.466052,0.193942,-0.274526,0.504591,0.923841,-0.965940,0.979928,-0.882563,-0.729081,0.031382,-0.004593,-0.517036,-0.634307,-0.037468,-0.173322,0.553551,1.409660,-1.355111,1.480311,-1.294508,-0.182270,0.007845,-0.001148,-0.129259,-0.158577,-0.009367,-0.043331,0.138388,0.352415,-0.338778,0.370078,-0.323627,-0.182270,0.007845,-0.001148,-0.129259,-0.158577,-0.009367,-0.043331,0.138388,0.352415,-0.338778,0.370078,-0.323627,-0.079724,0.027559,-0.026974,-0.037464,-0.079348,0.132154,-0.195272,0.204582,0.061307,-0.135562,0.129976,-0.077859,-1.293979,-0.983177,-0.181066,-1.373325,-0.294841,-1.464408,1.084214,-2.411100,5.509721,-4.336167,3.870288,-4.553363
2840,141,2.840000,1,Forward,1.000000,0.000000,0.000000,0.043290,-0.081065,0.080715,0.021512,-0.000506,-0.999768,1.000000,0.000000,0.000000,-0.099125,0.016246,-0.024966,-0.057262,-0.071359,0.085671,-0.153216,0.169554,0.132642,-0.221398,0.223359,-0.155598,-0.613959,-0.132630,0.337551,-0.389119,2.448456,-2.696651,2.567390,-2.362417,-0.129927,-3.892486,4.539950,-1.330867,-0.729081,0.031382,-0.004593,-0.517036,-0.634307,-0.037468,-0.173322,0.553551,1.409660,-1.355111,1.480311,-1.294508,-0.885626,-0.058378,-0.117617,-1.008341,-0.569013,-0.105496,-0.068890,0.567284,2.293735,-1.586147,1.890402,-1.796697,-0.221407,-0.014595,-0.029404,-0.252085,-0.142253,-0.026374,-0.017223,0.141821,0.573434,-0.396537,0.472600,-0.449174,-0.221407,-0.014595,-0.029404,-0.252085,-0.142253,-0.026374,-0.017223,0.141821,0.573434,-0.396537,0.472600,-0.449174,-0.099125,0.016246,-0.024966,-0.057262,-0.071359,0.085671,-0.153216,0.169554,0.132642,-0.221398,0.223359,-0.155598,-0.613959,-0.132630,0.337551,-0.389119,2.448455,-2.696651,2.567390,-2.362417,-0.129927,-3.892486,4.539950,-1.330867
2860,142,2.860000,1,Forward,1.000000,0.000000,0.000000,0.096837,0.012600,-0.045883,0.021704,-0.002370,-0.999762,1.000000,0.000000,0.000000,-0.105529,0.019404,-0.011964,-0.057031,-0.006480,0.026868,-0.090827,0.108374,0.098208,-0.295640,0.323228,-0.130054,-0.232014,0.277109,0.755196,0.114984,3.253346,-2.893776,3.226259,-3.081587,-1.804803,-3.342595,4.725031,1.717031,-0.885626,-0.058378,-0.117617,-1.008341,-0.569013,-0.105496,-0.068890,0.567284,2.293735,-1.586147,1.890402,-1.796697,-1.205686,-0.120408,-0.363575,-1.670585,-1.111722,-0.151178,0.303116,0.523896,3.101662,-1.402185,1.840410,-2.514655,-0.301422,-0.030102,-0.090894,-0.417646,-0.277931,-0.037795,0.075779,0.130974,0.775415,-0.350546,0.460103,-0.628664,-0.301422,-0.030102,-0.090894,-0.417646,-0.277931,-0.037795,0.075779,0.130974,0.775415,-0.350546,0.460103,-0.628664,-0.105529,0.019404,-0.011964,-0.057031,-0.006480,0.026868,-0.090827,0.108374,0.098208,-0.295640,0.323228,-0.130054,-0.232014,0.277109,0.755196,0.114984,3.253346,-2.893776,3.226259,-3.081587,-1.804803,-3.342595,4.725031,1.717031
2880,143,2.880000,1,Forward,1.000000,0.000000,0.000000,0.069382,0.000890,-0.041117,0.021784,-0.003868,-0.999755,1.000000,0.000000,0.000000,-0.107378,0.023796,-0.008478,-0.056316,0.039718,-0.026261,-0.011336,0.060969,0.091752,-0.331466,0.390294,-0.118576,-0.014037,0.176283,-0.044983,-0.018231,1.757164,-2.363648,4.030345,-1.942739,0.578488,-1.127093,2.631638,-0.182587,-1.205686,-0.120408,-0.363575,-1.670585,-1.111722,-0.151178,0.303116,0.523896,3.101662,-1.402185,1.840410,-2.514655,-1.287599,-0.378763,-0.380350,-1.412135,-1.578058,-0.363330,0.717112,0.773760,3.437625,-1.353150,1.585079,-3.057825,-0.321900,-0.094691,-0.095087,-0.353034,-0.394515,-0.090833,0.179278,0.193440,0.859406,-0.338288,0.396270,-0.764456,-0.321900,-0.094691,-0.095087,-0.353034,-0.394515,-0.090833,0.179278,0.193440,0.859406,-0.338288,0.396270,-0.764456,-0.107378,0.023796,-0.008478,-0.056316,0.039718,-0.026261,-0.011336,0.060969,0.091752,-0.331466,0.390294,-0.118576,-0.014037,0.176283,-0.044983,-0.018231,1.757164,-2.363648,4.030345,-1.942739,0.578488,-1.127093,2.631638,-0.182587
2900,144,2.900000,1,Forward,1.000000,0.000000,0.000000,0.150988,0.099784,0.002346,0.023423,-0.006555,-0.999704,1.000000,0.000000,0.000000,-0.106919,0.015534,-0.015810,-0.055254,0.051603,-0.075216,0.080074,0.044964,0.136099,-0.337505,0.406104,-0.157319,0.016919,-0.652092,-0.451913,0.093354,-0.027960,-2.287909,4.476404,-0.221653,3.118466,-0.028408,0.140688,-2.856148,-1.287599,-0.378763,-0.380350,-1.412135,-1.578058,-0.363330,0.717112,0.773760,3.437625,-1.353150,1.585079,-3.057825,-0.969438,-0.421682,-0.245130,-0.882561,-1.427733,-0.729385,0.997389,0.703297,3.310033,-1.084270,1.134352,-2.923903,-0.242359,-0.105420,-0.061282,-0.220640,-0.356933,-0.182346,0.249347,0.175824,0.827508,-0.271068,0.283588,-0.730976,-0.242359,-0.105420,-0.061282,-0.220640,-0.356933,-0.182346,0.249347,0.175824,0.827508,-0.271068,0.283588,-0.730976,-0.106919,0.015534,-0.015810,-0.055254,0.051603,-0.075216,0.080074,0.044964,0.136099,-0.337505,0.406104,-0.157319,0.016919,-0.652092,-0.451913,0.093354,-0.027960,-2.287909,4.476404,-0.221653,3.118466,-0.028408,0.140688,-2.856148
2920,145,2.920000,1,Forward,1.000000,0.000000,0.000000,0.413102,0.131899,0.015349,0.026023,-0.014077,-0.999562,1.000000,0.000000,0.000000,-0.108102,-0.005059,-0.021380,-0.049750,0.035122,-0.128806,0.167498,0.053940,0.222824,-0.315426,0.369761,-0.236117,-0.124313,-1.136871,-0.169181,0.366088,-1.251436,-2.635945,4.022429,0.769273,5.010542,1.354294,-2.293900,-4.481537,-0.969438,-0.421682,-0.245130,-0.882561,-1.427733,-0.729385,0.997389,0.703297,3.310033,-1.084270,1.134352,-2.923903,-0.037639,0.140160,0.142467,0.118397,0.437278,-1.193879,1.166020,-0.358005,0.698192,-0.429412,0.466165,-0.635344,-0.009410,0.035040,0.035617,0.029599,0.109320,-0.298470,0.291505,-0.089501,0.174548,-0.107353,0.116541,-0.158836,-0.009410,0.035040,0.035617,0.029599,0.109320,-0.298470,0.291505,-0.089501,0.174548,-0.107353,0.116541,-0.158836,-0.108101,-0.005059,-0.021380,-0.049750,0.035122,-0.128806,0.167498,0.053940,0.222824,-0.315426,0.369761,-0.236117,-0.124313,-1.136871,-0.169181,0.366088,-1.251436,-2.635945,4.022429,0.769273,5.010542,1.354294,-2.293900,-4.481537
2940,146,2.940000,1,Forward,1.000000,0.000000,0.000000,0.494509,0.086270,-0.019338,0.027871,-0.023923,-0.999325,1.000000,0.000000,0.000000,-0.098953,-0.011225,-0.012021,-0.036478,0.045374,-0.190697,0.235383,0.026491,0.244813,-0.246742,0.282609,-0.242616,0.731465,0.133384,0.763002,0.816695,1.202190,-3.102855,2.916099,-2.148603,-0.261566,3.821233,-4.669656,1.042379,-0.037639,0.140160,0.142467,0.118397,0.437278,-1.193879,1.166020,-0.358005,0.698192,-0.429412,0.466165,-0.635344,0.192233,0.215239,-0.066798,-0.014943,0.703629,-0.687286,0.536230,-0.541987,0.124252,0.069232,0.072543,0.258403,0.048058,0.053810,-0.016699,-0.003736,0.175907,-0.171822,0.134057,-0.135497,0.031063,0.017308,0.018136,0.064601,0.048058,0.053810,-0.016699,-0.003736,0.175907,-0.171822,0.134057,-0.135497,0.031063,0.017308,0.018136,0.064601,-0.098953,-0.011225,-0.012021,-0.036478,0.045374,-0.190697,0.235383,0.026491,0.244813,-0.246742,0.282609,-0.242616,0.731465,0.133384,0.763002,0.816695,1.202190,-3.102855,2.916099,-2.148604,-0.261566,3.821233,-4.669656,1.042379
2960,147,2.960000,1,Forward,1.000000,0.000000,0.000000,0.448402,0.037369,-0.054363,0.028770,-0.033008,-0.999041,1.000000,0.000000,0.000000,-0.068608,0.003607,-0.001674,-0.023708,0.092539,-0.218824,0.246391,-0.040877,0.185123,-0.147926,0.177756,-0.150358,2.040703,1.000993,0.364021,0.630685,2.488300,-0.590566,-0.525347,-3.435954,-3.748457,4.911873,-4.999979,5.494418,0.192233,0.215239,-0.066798,-0.014943,0.703629,-0.687286,0.536230,-0.541987,0.124252,0.069232,0.072543,0.258403,-0.124428,0.226026,0.016557,-0.252109,0.673495,-0.470063,0.506780,-0.167870,0.061068,0.408377,-0.281668,0.968871,-0.031107,0.056507,0.004139,-0.063027,0.168374,-0.117516,0.126695,-0.041967,0.015267,0.102094,-0.070417,0.242218,-0.031107,0.056507,0.004139,-0.063027,0.168374,-0.117516,0.126695,-0.041967,0.015267,0.102094,-0.070417,0.242218,-0.068608,0.003607,-0.001674,-0.023708,0.092539,-0.218824,0.246391,-0.040877,0.185123,-0.147926,0.177756,-0.150358,2.040703,1.000993,0.364021,0.630685,2.488300,-0.590566,-0.525347,-3.435954,-3.748457,4.911873,-4.999980,5.494418
2980,148,2.980000,1,Forward,1.000000,0.000000,0.000000,0.405748,0.070324,-0.068181,0.030098,-0.041213,-0.998697,1.000000,0.000000,0.000000,-0.037579,0.027028,0.005126,-0.022938,0.135853,-0.205909,0.218005,-0.082463,0.111967,-0.044976,0.074035,-0.003585,1.264446,1.190360,0.308632,-0.212144,1.883904,1.172181,-1.766046,-1.229036,-3.300828,4.807430,-4.818994,7.330564,-0.124428,0.226026,0.016557,-0.252109,0.673495,-0.470063,0.506780,-0.167870,0.061068,0.408377,-0.281668,0.968871,-0.199198,0.309714,0.318785,-0.139077,0.776488,-0.470503,0.615706,-0.060115,-0.048060,0.559410,-0.733661,1.342866,-0.049800,0.077428,0.079696,-0.034769,0.194122,-0.117626,0.153926,-0.015029,-0.012015,0.139853,-0.183415,0.335717,-0.049800,0.077428,0.079696,-0.034769,0.194122,-0.117626,0.153926,-0.015029,-0.012015,0.139853,-0.183415,0.335717,-0.037579,0.027028,0.005126,-0.022938,0.135853,-0.205909,0.218005,-0.082463,0.111967,-0.044976,0.074035,-0.003585,1.264446,1.190360,0.308632,-0.212144,1.883904,1.172181,-1.766046,-1.229036,-3.300828,4.807430,-4.818993,7.330564
3000,149,3.000000,1,Forward,1.000000,0.000000,0.000000,0.289333,0.077933,-0.102011,0.031761,-0.047305,-0.998375,1.000000,0.000000,0.000000,-0.025455,0.050652,0.021377,-0.025975,0.169143,-0.175600,0.189852,-0.080930,0.054631,0.039961,-0.029683,0.140859,0.300306,1.103255,0.872412,-0.129943,1.463213,1.606160,-1.061282,0.704025,-2.462732,3.707083,-4.708924,6.586933,-0.199198,0.309714,0.318785,-0.139077,0.776488,-0.470503,0.615706,-0.060115,-0.048060,0.559410,-0.733661,1.342866,-0.126771,0.365868,0.445760,0.067343,1.026999,-0.558155,0.742593,-0.032507,-0.303582,0.859713,-1.292433,1.572562,-0.031693,0.091467,0.111440,0.016836,0.256750,-0.139539,0.185648,-0.008127,-0.075896,0.214928,-0.323108,0.393140,-0.031693,0.091467,0.111440,0.016836,0.256750,-0.139539,0.185648,-0.008127,-0.075896,0.214928,-0.323108,0.393140,-0.025455,0.050652,0.021377,-0.025975,0.169143,-0.175600,0.189852,-0.080930,0.054631,0.039961,-0.029683,0.140859,0.300306,1.103255,0.872412,-0.129943,1.463213,1.606160,-1.061282,0.704025,-2.462732,3.707083,-4.708924,6.586933
3020,150,3.020000,1,Forward,1.000000,0.000000,0.000000,-0.493067,-0.294860,-0.114540,0.027799,-0.041127,-0.998767,1.000000,0.000000,0.000000,-0.023365,0.063489,0.039299,-0.022191,0.204391,-0.148213,0.154371,-0.056031,0.000861,0.115408,-0.078451,0.255724,0.019258,0.231755,1.018323,0.243337,1.779076,1.245516,-2.805565,1.410691,-2.494673,3.421211,-0.177370,4.966609,-0.126771,0.365868,0.445760,0.067343,1.026999,-0.558155,0.742593,-0.032507,-0.303582,0.859713,-1.292433,1.572562,0.059600,0.768663,0.242565,0.105328,0.964512,-0.499520,0.660765,0.301663,-0.746653,1.518520,-1.872423,1.789620,0.014900,0.192166,0.060641,0.026332,0.241128,-0.124880,0.165191,0.075416,-0.186663,0.379630,-0.468106,0.447405,0.014900,0.192166,0.060641,0.026332,0.241128,-0.124880,0.165191,0.075416,-0.186663,0.379630,-0.468106,0.447405,-0.023365,0.063489,0.039299,-0.022191,0.204391,-0.148213,0.154371,-0.056031,0.000861,0.115408,-0.078451,0.255724,0.019258,0.231755,1.018323,0.243337,1.779076,1.245516,-2.805565,1.410691,-2.494673,3.421211,-0.177370,4.966609
3040,151,3.040000,1,Forward,1.000000,0.000000,0.000000,-1.287190,-1.030234,-0.128619,0.010806,-0.019251,-0.999756,1.000000,0.000000,0.000000,-0.019963,0.070538,0.063114,-0.011759,0.229451,-0.122308,0.089731,-0.011967,-0.067507,0.191138,-0.071870,0.341811,0.090289,-0.022011,1.035256,0.555789,0.768273,2.644397,-3.250358,2.553840,-3.443408,1.180774,0.371688,3.722655,0.059600,0.768663,0.242565,0.105328,0.964512,-0.499520,0.660765,0.301663,-0.746653,1.518520,-1.872423,1.789620,0.270921,1.114367,0.391214,0.125824,0.773977,-0.725892,0.427001,0.498366,-1.045931,2.230949,-1.880661,1.478414,0.067730,0.278592,0.097803,0.031456,0.193494,-0.181473,0.106750,0.124591,-0.261483,0.557737,-0.470165,0.369604,0.067730,0.278592,0.097803,0.031456,0.193494,-0.181473,0.106750,0.124591,-0.261483,0.557737,-0.470165,0.369604,-0.019963,0.070538,0.063114,-0.011759,0.229451,-0.122308,0.089731,-0.011967,-0.067507,0.191138,-0.071870,0.341811,0.090289,-0.022011,1.035256,0.555789,0.768273,2.644398,-3.250358,2.553840,-3.443408,1.180774,0.371688,3.722655
3060,152,3.060000,1,Forward,1.000000,0.000000,0.000000,0.054289,-0.209754,0.110487,0.004341,-0.016889,-0.999848,1.000000,0.000000,0.000000,-0.012505,0.071976,0.065203,-0.003396,0.217847,-0.058725,0.032842,0.054118,-0.144133,0.167361,-0.060389,0.372447,0.488662,0.287703,-0.378013,0.272342,-1.125517,2.858563,-2.578850,3.374783,-3.653349,-1.323463,0.571771,0.686853,0.270921,1.114367,0.391214,0.125824,0.773977,-0.725892,0.427001,0.498366,-1.045931,2.230949,-1.880661,1.478414,0.321164,1.561248,1.178076,0.392788,0.721913,-0.500044,1.149678,0.799864,-1.471185,3.554943,-3.178761,1.654431,0.080291,0.390312,0.294519,0.098197,0.180478,-0.125011,0.287419,0.199966,-0.367796,0.888736,-0.794690,0.413608,0.080291,0.390312,0.294519,0.098197,0.180478,-0.125011,0.287419,0.199966,-0.367796,0.888736,-0.794690,0.413608,-0.012505,0.071976,0.065203,-0.003396,0.217847,-0.058725,0.032842,0.054118,-0.144133,0.167361,-0.060389,0.372447,0.488662,0.287703,-0.378013,0.272342,-1.125517,2.858563,-2.578850,3.374783,-3.653349,-1.323463,0.571771,0.686853
3080,153,3.080000,1,Forward,1.000000,0.000000,0.000000,0.412272,0.245207,0.109458,0.008266,-0.024800,-0.999658,1.000000,0.000000,0.000000,-0.001283,0.079317,0.054750,0.005667,0.187943,-0.028884,0.002882,0.130281,-0.230842,0.178666,-0.074821,0.384782,0.582914,0.390612,-0.563038,0.505234,-1.570015,0.739223,-0.948402,3.729174,-4.196017,1.684962,-1.452420,0.569628,0.321164,1.561248,1.178076,0.392788,0.721913,-0.500044,1.149678,0.799864,-1.471185,3.554943,-3.178761,1.654431,0.219464,1.460053,1.295255,0.508812,0.289011,-0.685632,1.542415,0.867906,-1.402786,3.520063,-3.160362,1.289631,0.054866,0.365013,0.323814,0.127203,0.072253,-0.171408,0.385604,0.216977,-0.350696,0.880016,-0.790091,0.322408,0.054866,0.365013,0.323814,0.127203,0.072253,-0.171408,0.385604,0.216977,-0.350696,0.880016,-0.790091,0.322408,-0.001283,0.079317,0.054750,0.005667,0.187943,-0.028884,0.002882,0.130281,-0.230842,0.178666,-0.074821,0.384782,0.582914,0.390612,-0.563038,0.505234,-1.570015,0.739223,-0.948402,3.729174,-4.196017,1.684962,-1.452420,0.569628
3100,154,3.100000,1,Forward,1.000000,0.000000,0.000000,0.197136,0.413845,-0.016195,0.016165,-0.029473,-0.999435,1.000000,0.000000,0.000000,0.008211,0.084857,0.046532,0.021112,0.139142,-0.036473,0.001822,0.196734,-0.290752,0.245954,-0.127690,0.367616,0.390175,0.191746,-0.279875,0.852974,-2.639781,-0.920442,0.423520,2.886763,-2.358031,4.230563,-3.329112,-1.237880,0.219464,1.460053,1.295255,0.508812,0.289011,-0.685632,1.542415,0.867906,-1.402786,3.520063,-3.160362,1.289631,-0.067291,0.707273,0.685559,0.325516,-0.251279,-0.350545,0.941359,0.996508,-1.239794,2.421760,-2.182449,0.757308,-0.016823,0.176818,0.171390,0.081379,-0.062820,-0.087636,0.235340,0.249127,-0.309948,0.605440,-0.545612,0.189327,-0.016823,0.176818,0.171390,0.081379,-0.062820,-0.087636,0.235340,0.249127,-0.309948,0.605440,-0.545612,0.189327,0.008211,0.084857,0.046532,0.021112,0.139142,-0.036473,0.001822,0.196734,-0.290752,0.245954,-0.127690,0.367616,0.390175,0.191746,-0.279875,0.852974,-2.639781,-0.920442,0.423520,2.886763,-2.358031,4.230563,-3.329112,-1.237880
3120,155,3.120000,1,Forward,1.000000,0.000000,0.000000,-0.245175,0.261940,-0.091360,0.021996,-0.025703,-0.999428,1.000000,0.000000,0.000000,0.005677,0.083839,0.046158,0.035430,0.067801,-0.052790,0.012481,0.240713,-0.310213,0.330807,-0.201296,0.307384,-0.375237,-0.183049,0.149079,0.615939,-3.755204,-0.727124,0.612174,1.734512,-0.450742,4.211890,-3.900068,-3.334125,-0.067291,0.707273,0.685559,0.325516,-0.251279,-0.350545,0.941359,0.996508,-1.239794,2.421760,-2.182449,0.757308,-0.337101,-0.049647,-0.245919,-0.040081,-0.929794,1.191271,-1.142938,1.624146,-0.554773,0.277059,-0.099599,0.299227,-0.084275,-0.012412,-0.061480,-0.010020,-0.232449,0.297818,-0.285735,0.406036,-0.138693,0.069265,-0.024900,0.074807,-0.084275,-0.012412,-0.061480,-0.010020,-0.232449,0.297818,-0.285735,0.406036,-0.138693,0.069265,-0.024900,0.074807,0.005677,0.083839,0.046158,0.035430,0.067801,-0.052790,0.012481,0.240713,-0.310213,0.330807,-0.201296,0.307384,-0.375237,-0.183049,0.149079,0.615939,-3.755204,-0.727124,0.612174,1.734512,-0.450742,4.211890,-3.900068,-3.334125
