timestamp_ms,step,sim_time,phase,phase_name,cmd_x,cmd_y,cmd_yaw,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,raw_action_7,raw_action_8,raw_action_9,raw_action_10,raw_action_11,scaled_action_0,scaled_action_1,scaled_action_2,scaled_action_3,scaled_action_4,scaled_action_5,scaled_action_6,scaled_action_7,scaled_action_8,scaled_action_9,scaled_action_10,scaled_action_11,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_q_6,target_q_7,target_q_8,target_q_9,target_q_10,target_q_11,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11
2700,134,2.700000,1,Forward,1.000000,0.000000,0.000000,0.436668,0.143291,0.013858,0.014391,-0.012752,-0.999815,1.000000,0.000000,0.000000,-0.107308,-0.004992,-0.018866,-0.043318,0.025942,-0.139348,0.172548,0.045928,0.233652,-0.311342,0.353745,-0.224702,-0.167392,-1.122668,-0.097615,0.399694,-1.265032,-2.571423,3.747156,0.721701,4.988878,1.538883,-2.386570,-4.357263,-0.935671,-0.386910,-0.219319,-0.825457,-1.265351,-0.780584,0.978254,0.589089,3.299686,-1.036184,1.055458,-2.813781,0.019970,0.200796,0.141267,0.170608,0.565942,-1.179207,1.088005,-0.470414,0.587948,-0.402779,0.409797,-0.425275,0.004993,0.050199,0.035317,0.042652,0.141485,-0.294802,0.272001,-0.117603,0.146987,-0.100695,0.102449,-0.106319,0.004993,0.050199,0.035317,0.042652,0.141485,-0.294802,0.272001,-0.117603,0.146987,-0.100695,0.102449,-0.106319,-0.107308,-0.004992,-0.018866,-0.043318,0.025942,-0.139348,0.172548,0.045928,0.233652,-0.311342,0.353745,-0.224702,-0.167392,-1.122668,-0.097615,0.399694,-1.265032,-2.571423,3.747156,0.721701,4.988878,1.538883,-2.386571,-4.357262
2720,135,2.720000,1,Forward,1.000000,0.000000,0.000000,0.512084,0.074711,-0.033396,0.016048,-0.022953,-0.999608,1.000000,0.000000,0.000000,-0.097402,-0.008016,-0.009209,-0.028681,0.044492,-0.197096,0.232494,0.012704,0.243357,-0.240973,0.266671,-0.218600,0.817785,0.341103,0.751576,0.901866,1.757379,-2.853215,2.490071,-2.505407,-1.019643,3.869426,-4.636325,1.781418,0.019970,0.200796,0.141267,0.170608,0.565942,-1.179207,1.088005,-0.470414,0.587948,-0.402779,0.409797,-0.425275,0.157373,0.207552,-0.079483,-0.059500,0.635252,-0.610065,0.504696,-0.504385,0.171608,0.081050,0.006493,0.338870,0.039343,0.051888,-0.019871,-0.014875,0.158813,-0.152516,0.126174,-0.126096,0.042902,0.020263,0.001623,0.084718,0.039343,0.051888,-0.019871,-0.014875,0.158813,-0.152516,0.126174,-0.126096,0.042902,0.020263,0.001623,0.084718,-0.097402,-0.008016,-0.009209,-0.028681,0.044492,-0.197096,0.232494,0.012704,0.243357,-0.240973,0.266671,-0.218600,0.817785,0.341103,0.751576,0.901866,1.757379,-2.853215,2.490071,-2.505407,-1.019643,3.869426,-4.636325,1.781418
2740,136,2.740000,1,Forward,1.000000,0.000000,0.000000,0.420662,0.042089,-0.064467,0.016982,-0.031631,-0.999355,1.000000,0.000000,0.000000,-0.066729,0.008147,0.000047,-0.017969,0.093426,-0.217870,0.238442,-0.053503,0.182782,-0.142735,0.161706,-0.123479,2.006605,1.002196,0.289489,0.428937,2.395083,-0.192582,-0.694992,-3.203691,-3.544523,4.863076,-5.017121,5.445579,0.157373,0.207552,-0.079483,-0.059500,0.635252,-0.610065,0.504696,-0.504385,0.171608,0.081050,0.006493,0.338870,-0.151778,0.225932,0.063788,-0.255447,0.654500,-0.442124,0.510417,-0.149241,0.096900,0.449696,-0.316071,1.061126,-0.037944,0.056483,0.015947,-0.063862,0.163625,-0.110531,0.127604,-0.037310,0.024225,0.112424,-0.079018,0.265281,-0.037944,0.056483,0.015947,-0.063862,0.163625,-0.110531,0.127604,-0.037310,0.024225,0.112424,-0.079018,0.265281,-0.066729,0.008147,0.000047,-0.017969,0.093426,-0.217870,0.238442,-0.053503,0.182782,-0.142735,0.161706,-0.123479,2.006605,1.002196,0.289489,0.428937,2.395083,-0.192582,-0.694992,-3.203691,-3.544524,4.863076,-5.017121,5.445579
2760,137,2.760000,1,Forward,1.000000,0.000000,0.000000,0.353105,0.084372,-0.080792,0.018584,-0.038854,-0.999072,1.000000,0.000000,0.000000,-0.037753,0.030447,0.008030,-0.020834,0.134745,-0.199762,0.209854,-0.088659,0.114202,-0.038411,0.059887,0.021825,1.132411,1.115152,0.421060,-0.374789,1.786789,1.362574,-1.704925,-0.888752,-3.083758,4.908484,-4.693690,7.259969,-0.151778,0.225932,0.063788,-0.255447,0.654500,-0.442124,0.510417,-0.149241,0.096900,0.449696,-0.316071,1.061126,-0.210626,0.292204,0.360247,-0.108413,0.761214,-0.451521,0.596325,-0.074547,-0.002314,0.570220,-0.779214,1.377342,-0.052657,0.073051,0.090062,-0.027103,0.190303,-0.112880,0.149081,-0.018637,-0.000578,0.142555,-0.194803,0.344336,-0.052657,0.073051,0.090062,-0.027103,0.190303,-0.112880,0.149081,-0.018637,-0.000578,0.142555,-0.194803,0.344336,-0.037753,0.030447,0.008030,-0.020834,0.134745,-0.199762,0.209854,-0.088659,0.114202,-0.038411,0.059887,0.021825,1.132411,1.115152,0.421060,-0.374789,1.786789,1.362574,-1.704925,-0.888752,-3.083758,4.908485,-4.693690,7.259969
2780,138,2.780000,1,Forward,1.000000,0.000000,0.000000,0.254495,0.083388,-0.112136,0.020373,-0.044136,-0.998818,1.000000,0.000000,0.000000,-0.027783,0.051685,0.027382,-0.024402,0.166388,-0.167537,0.182090,-0.082437,0.060959,0.046302,-0.043005,0.161176,0.208854,0.972869,1.036707,-0.096666,1.390909,1.652539,-1.071584,0.868199,-2.280612,3.657459,-4.708971,6.292372,-0.210626,0.292204,0.360247,-0.108413,0.761214,-0.451521,0.596325,-0.074547,-0.002314,0.570220,-0.779214,1.377342,-0.118733,0.379484,0.426436,0.056846,1.035907,-0.529965,0.728695,-0.033654,-0.275097,0.919379,-1.336240,1.649280,-0.029683,0.094871,0.106609,0.014211,0.258977,-0.132491,0.182174,-0.008413,-0.068774,0.229845,-0.334060,0.412320,-0.029683,0.094871,0.106609,0.014211,0.258977,-0.132491,0.182174,-0.008413,-0.068774,0.229845,-0.334060,0.412320,-0.027783,0.051685,0.027382,-0.024402,0.166388,-0.167537,0.182090,-0.082437,0.060959,0.046302,-0.043005,0.161176,0.208854,0.972869,1.036707,-0.096666,1.390909,1.652539,-1.071584,0.868199,-2.280611,3.657459,-4.708971,6.292372
2800,139,2.800000,1,Forward,1.000000,0.000000,0.000000,-0.231279,-0.130267,-0.139049,0.018903,-0.041760,-0.998949,1.000000,0.000000,0.000000,-0.026199,0.065171,0.046104,-0.019571,0.201338,-0.141969,0.156438,-0.055642,0.008313,0.123271,-0.110747,0.274199,0.036960,0.266000,0.933267,0.239598,1.804093,1.115878,-2.688361,1.462844,-2.476118,3.501464,-0.294354,4.938463,-0.118733,0.379484,0.426436,0.056846,1.035907,-0.529965,0.728695,-0.033654,-0.275097,0.919379,-1.336240,1.649280,0.066848,0.742387,0.224758,0.105515,0.924066,-0.504200,0.713122,0.337019,-0.797774,1.466075,-1.974054,1.797362,0.016712,0.185597,0.056189,0.026379,0.231016,-0.126050,0.178280,0.084255,-0.199443,0.366519,-0.360000,0.449340,0.016712,0.185597,0.056189,0.026379,0.231016,-0.126050,0.178280,0.084255,-0.199443,0.366519,-0.360000,0.449340,-0.026199,0.065171,0.046104,-0.019571,0.201338,-0.141969,0.156438,-0.055642,0.008313,0.123271,-0.110747,0.274199,0.036960,0.266000,0.933267,0.239598,1.804093,1.115878,-2.688361,1.462844,-2.476118,3.501464,-0.294354,4.938463
2820,140,2.820000,1,Forward,1.000000,0.000000,0.000000,-0.821647,-0.656990,-0.074142,0.006482,-0.025341,-0.999658,1.000000,0.000000,0.000000,-0.022793,0.067595,0.065543,-0.011342,0.224169,-0.106164,0.088504,-0.007715,-0.065636,0.170863,-0.090089,0.355032,0.071094,-0.254606,0.718662,0.389214,0.580850,3.185898,-3.406950,2.801457,-3.801698,-0.553910,1.247059,3.405611,0.066848,0.742387,0.224758,0.105515,0.924066,-0.504200,0.713122,0.337019,-0.797774,1.466075,-1.974054,1.797362,0.259539,1.301417,0.578964,0.208104,0.766112,-0.601490,0.774656,0.623485,-1.089820,2.450413,-2.499956,1.674562,0.064885,0.325354,0.144741,0.052026,0.191528,-0.150373,0.193664,0.155871,-0.272455,0.612603,-0.360000,0.418641,0.064885,0.325354,0.144741,0.052026,0.191528,-0.150373,0.193664,0.155871,-0.272455,0.612603,-0.360000,0.418641,-0.022793,0.067595,0.065543,-0.011342,0.224169,-0.106164,0.088504,-0.007715,-0.065636,0.170863,-0.090089,0.355032,0.071094,-0.254606,0.718662,0.389214,0.580850,3.185898,-3.406949,2.801457,-3.801699,-0.553910,1.247059,3.405611
2840,141,2.840000,1,Forward,1.000000,0.000000,0.000000,0.015108,-0.193307,0.080217,0.001310,-0.023432,-0.999725,1.000000,0.000000,0.000000,-0.016292,0.067533,0.067038,-0.002142,0.211942,-0.048182,0.033966,0.065807,-0.147926,0.150523,-0.076365,0.392996,0.424203,0.195413,-0.269700,0.417403,-1.098070,2.444156,-2.320122,3.793372,-3.884980,-0.646490,0.273773,1.256185,0.259539,1.301417,0.578964,0.208104,0.766112,-0.601490,0.774656,0.623485,-1.089820,2.450413,-2.499956,1.674562,0.287981,1.582385,1.157111,0.392277,0.635190,-0.519637,1.305542,0.799768,-1.387589,3.423827,-3.295029,1.628170,0.071995,0.395596,0.289278,0.098069,0.158797,-0.129909,0.326386,0.199942,-0.346897,0.855957,-0.360000,0.407042,0.071995,0.395596,0.289278,0.098069,0.158797,-0.129909,0.326386,0.199942,-0.346897,0.855957,-0.360000,0.407042,-0.016292,0.067533,0.067038,-0.002142,0.211942,-0.048182,0.033966,0.065807,-0.147926,0.150523,-0.076365,0.392996,0.424203,0.195413,-0.269700,0.417403,-1.098070,2.444156,-2.320122,3.793372,-3.884980,-0.646490,0.273773,1.256185
2860,142,2.860000,1,Forward,1.000000,0.000000,0.000000,0.264739,0.097560,0.058267,0.002586,-0.028454,-0.999592,1.000000,0.000000,0.000000,-0.006169,0.073247,0.058942,0.008663,0.179024,-0.024367,0.009139,0.143355,-0.228723,0.173836,-0.099410,0.401775,0.522835,0.321266,-0.446770,0.562618,-1.781855,0.529864,-0.682335,3.636188,-3.755200,2.177599,-1.949866,0.157734,0.287981,1.582385,1.157111,0.392277,0.635190,-0.519637,1.305542,0.799768,-1.387589,3.423827,-3.295029,1.628170,0.232455,1.352483,1.183308,0.486528,0.246280,-0.740725,1.537102,0.844717,-1.278561,3.360197,-2.997309,1.271197,0.058114,0.338121,0.295827,0.121632,0.061570,-0.185181,0.384275,0.211179,-0.319640,0.840049,-0.360000,0.317799,0.058114,0.338121,0.295827,0.121632,0.061570,-0.185181,0.384275,0.211179,-0.319640,0.840049,-0.360000,0.317799,-0.006169,0.073247,0.058942,0.008663,0.179024,-0.024367,0.009139,0.143355,-0.228723,0.173836,-0.099410,0.401775,0.522835,0.321266,-0.446770,0.562618,-1.781855,0.529864,-0.682335,3.636188,-3.755200,2.177599,-1.949866,0.157734
2880,143,2.880000,1,Forward,1.000000,0.000000,0.000000,0.147730,0.305270,-0.042038,0.008138,-0.031811,-0.999461,1.000000,0.000000,0.000000,0.004985,0.078451,0.051656,0.023828,0.127487,-0.035178,0.011356,0.204310,-0.277577,0.247367,-0.157888,0.376089,0.527257,0.209296,-0.277289,0.812293,-2.727699,-1.057742,0.539977,2.553128,-1.817191,4.442201,-3.489558,-1.635084,0.232455,1.352483,1.183308,0.486528,0.246280,-0.740725,1.537102,0.844717,-1.278561,3.360197,-2.997309,1.271197,-0.149427,0.483658,0.599998,0.273487,-0.337489,-0.182441,0.642172,1.073891,-1.111864,2.190094,-1.951623,0.719000,-0.037357,0.120915,0.150000,0.068372,-0.084372,-0.045610,0.160543,0.268473,-0.277966,0.547524,-0.360000,0.179750,-0.037357,0.120915,0.150000,0.068372,-0.084372,-0.045610,0.160543,0.268473,-0.277966,0.547524,-0.360000,0.179750,0.004985,0.078451,0.051656,0.023828,0.127487,-0.035178,0.011356,0.204310,-0.277577,0.247367,-0.157888,0.376089,0.527257,0.209296,-0.277289,0.812293,-2.727699,-1.057742,0.539977,2.553128,-1.817191,4.442201,-3.489558,-1.635084
2900,144,2.900000,1,Forward,1.000000,0.000000,0.000000,-0.242626,0.159632,-0.091338,0.011973,-0.028034,-0.999535,1.000000,0.000000,0.000000,0.001720,0.077722,0.051332,0.036614,0.054742,-0.049174,0.020618,0.246062,-0.288414,0.329047,-0.229657,0.308229,-0.486215,-0.169443,0.146053,0.516204,-3.824478,-0.485722,0.446521,1.732472,-0.098146,3.854559,-3.666673,-3.677401,-0.149427,0.483658,0.599998,0.273487,-0.337489,-0.182441,0.642172,1.073891,-1.111864,2.190094,-1.951623,0.719000,-0.300331,-0.095987,-0.322942,-0.065131,-0.890928,1.182581,-1.181025,1.540115,-0.457238,0.124106,0.015248,0.221435,-0.075083,-0.023997,-0.080735,-0.016283,-0.222732,0.295645,-0.295256,0.385029,-0.114309,0.031026,0.003812,0.055359,-0.075083,-0.023997,-0.080735,-0.016283,-0.222732,0.295645,-0.295256,0.385029,-0.114309,0.031026,0.003812,0.055359,0.001720,0.077722,0.051332,0.036614,0.054742,-0.049174,0.020618,0.246062,-0.288414,0.329047,-0.229657,0.308229,-0.486215,-0.169443,0.146053,0.516204,-3.824478,-0.485722,0.446521,1.732472,-0.098146,3.854559,-3.666673,-3.677401
2920,145,2.920000,1,Forward,1.000000,0.000000,0.000000,-0.261184,-0.062327,-0.020766,0.011297,-0.022540,-0.999682,1.000000,0.000000,0.000000,-0.016597,0.066299,0.039604,0.035819,-0.042963,0.025320,-0.045045,0.290183,-0.237663,0.263242,-0.182317,0.211232,-1.133491,-0.838312,-0.980146,-0.371197,-5.054307,5.139758,-4.579382,2.295085,3.169859,-5.289310,4.098428,-4.818953,-0.300331,-0.095987,-0.322942,-0.065131,-0.890928,1.182581,-1.181025,1.540115,-0.457238,0.124106,0.015248,0.221435,0.001140,0.312077,-0.271122,-0.120978,-0.063859,0.660381,-0.807293,0.805488,0.162040,-0.541943,0.430638,-0.061271,0.000285,0.078019,-0.067780,-0.030245,-0.015965,0.165095,-0.201823,0.201372,0.040510,-0.135486,0.107660,-0.015318,0.000285,0.078019,-0.067780,-0.030245,-0.015965,0.165095,-0.201823,0.201372,0.040510,-0.135486,0.107660,-0.015318,-0.016597,0.066299,0.039604,0.035819,-0.042963,0.025320,-0.045045,0.290183,-0.237663,0.263242,-0.182317,0.211232,-1.133491,-0.838312,-0.980146,-0.371197,-5.054307,5.139758,-4.579383,2.295085,3.169859,-5.289310,4.098428,-4.818952
2940,146,2.940000,1,Forward,1.000000,0.000000,0.000000,-0.292244,-0.058403,0.007659,0.010005,-0.016846,-0.999808,1.000000,0.000000,0.000000,-0.028345,0.057808,0.005962,0.016184,-0.093738,0.114597,-0.127328,0.296334,-0.139138,0.115465,-0.073436,0.116801,-0.312445,-0.255803,-1.952693,-1.207416,-1.257983,3.790387,-3.630078,-0.569132,5.091895,-7.421039,5.404973,-4.316161,0.001140,0.312077,-0.271122,-0.120978,-0.063859,0.660381,-0.807293,0.805488,0.162040,-0.541943,0.430638,-0.061271,-0.486556,0.164026,0.025345,-0.142253,0.040832,0.243134,-0.731279,0.330895,0.468017,-1.038230,0.715023,-0.569512,-0.121639,0.041006,0.006336,-0.035563,0.010208,0.060783,-0.182820,0.082724,0.117004,-0.259557,0.178756,-0.142378,-0.121639,0.041006,0.006336,-0.035563,0.010208,0.060783,-0.182820,0.082724,0.117004,-0.259557,0.178756,-0.142378,-0.028345,0.057808,0.005962,0.016184,-0.093738,0.114597,-0.127328,0.296334,-0.139138,0.115465,-0.073436,0.116801,-0.312445,-0.255803,-1.952693,-1.207416,-1.257983,3.790387,-3.630078,-0.569132,5.091895,-7.421039,5.404972,-4.316161
2960,147,2.960000,1,Forward,1.000000,0.000000,0.000000,-0.275382,-0.075507,0.045335,0.008583,-0.011225,-0.999900,1.000000,0.000000,0.000000,-0.054039,0.046679,-0.017200,-0.009667,-0.086012,0.145653,-0.180146,0.248757,-0.034128,-0.037445,0.033195,0.015928,-1.617024,-0.632523,-0.752912,-1.266714,1.090736,0.396795,-2.007911,-3.068200,4.886960,-7.109056,4.852700,-4.902465,-0.486556,0.164026,0.025345,-0.142253,0.040832,0.243134,-0.731279,0.330895,0.468017,-1.038230,0.715023,-0.569512,-0.575559,0.038632,0.024060,-0.309723,-0.468263,0.170792,-0.238536,0.476242,0.961308,-0.971309,0.938396,-0.920018,-0.143890,0.009658,0.006015,-0.077431,-0.117066,0.042698,-0.059634,0.119061,0.240327,-0.242827,0.234599,-0.230004,-0.143890,0.009658,0.006015,-0.077431,-0.117066,0.042698,-0.059634,0.119061,0.240327,-0.242827,0.234599,-0.230004,-0.054039,0.046679,-0.017200,-0.009667,-0.086012,0.145653,-0.180146,0.248757,-0.034128,-0.037445,0.033195,0.015928,-1.617024,-0.632523,-0.752912,-1.266714,1.090736,0.396795,-2.007911,-3.068200,4.886960,-7.109056,4.852700,-4.902465
2980,148,2.980000,1,Forward,1.000000,0.000000,0.000000,-0.370500,0.005006,0.043358,0.008380,-0.004167,-0.999956,1.000000,0.000000,0.000000,-0.085731,0.029365,-0.024470,-0.038212,-0.082564,0.125103,-0.177502,0.193588,0.078315,-0.142057,0.120430,-0.087002,-1.375198,-0.877410,-0.137852,-1.297745,-0.247747,-1.565073,1.094380,-2.350750,5.289218,-4.188398,3.864660,-4.596507,-0.575559,0.038632,0.024060,-0.309723,-0.468263,0.170792,-0.238536,0.476242,0.961308,-0.971309,0.938396,-0.920018,-0.741258,0.036518,-0.002973,-0.496479,-0.615788,-0.065394,-0.179957,0.544599,1.401759,-1.362249,1.449124,-1.298502,-0.185315,0.009129,-0.000743,-0.124120,-0.153947,-0.016348,-0.044989,0.136150,0.350440,-0.340562,0.362281,-0.324626,-0.185315,0.009129,-0.000743,-0.124120,-0.153947,-0.016348,-0.044989,0.136150,0.350440,-0.340562,0.362281,-0.324626,-0.085731,0.029365,-0.024470,-0.038212,-0.082564,0.125103,-0.177502,0.193588,0.078315,-0.142057,0.120430,-0.087002,-1.375198,-0.877410,-0.137852,-1.297745,-0.247747,-1.565073,1.094380,-2.350750,5.289219,-4.188398,3.864660,-4.596507
3000,149,3.000000,1,Forward,1.000000,0.000000,0.000000,-0.268924,0.125690,0.038562,0.010381,0.001718,-0.999945,1.000000,0.000000,0.000000,-0.103055,0.019590,-0.020853,-0.055368,-0.074145,0.076275,-0.138103,0.154747,0.143394,-0.225511,0.214589,-0.144142,-0.380752,-0.057018,0.427053,-0.327148,2.351865,-2.829629,2.391993,-2.549067,-0.383990,-3.793015,4.587298,0.008224,-0.741258,0.036518,-0.002973,-0.496479,-0.615788,-0.065394,-0.179957,0.544599,1.401759,-1.362249,1.449124,-1.298502,-1.029865,-0.090924,-0.116522,-1.017252,-0.625983,-0.157881,-0.051485,0.503756,2.431325,-1.576317,1.829115,-1.798474,-0.257466,-0.022731,-0.029131,-0.254313,-0.156496,-0.039470,-0.012871,0.125939,0.607831,-0.394079,0.457279,-0.360000,-0.257466,-0.022731,-0.029131,-0.254313,-0.156496,-0.039470,-0.012871,0.125939,0.607831,-0.394079,0.457279,-0.360000,-0.103055,0.019590,-0.020853,-0.055368,-0.074145,0.076275,-0.138103,0.154747,0.143394,-0.225511,0.214589,-0.144142,-0.380752,-0.057018,0.427053,-0.327148,2.351865,-2.829629,2.391993,-2.549067,-0.383990,-3.793015,4.587298,0.008224
3020,150,3.020000,1,Forward,1.000000,0.000000,0.000000,0.074798,0.087491,-0.035620,0.012443,0.001057,-0.999922,1.000000,0.000000,0.000000,-0.108698,0.021794,-0.009135,-0.054791,-0.013108,0.015470,-0.080618,0.097531,0.109324,-0.296985,0.312837,-0.116917,-0.289886,0.172956,0.641530,0.166113,3.041233,-2.970255,2.965227,-2.810186,-1.685986,-3.205110,4.607254,1.458798,-1.029865,-0.090924,-0.116522,-1.017252,-0.625983,-0.157881,-0.051485,0.503756,2.431325,-1.576317,1.829115,-1.798474,-1.253279,-0.142226,-0.346860,-1.650873,-1.146200,-0.174282,0.352802,0.494948,3.157219,-1.391943,1.791460,-2.458181,-0.313320,-0.035557,-0.086715,-0.412718,-0.286550,-0.043571,0.088200,0.123737,0.789305,-0.347986,0.447865,-0.360000,-0.313320,-0.035557,-0.086715,-0.412718,-0.286550,-0.043571,0.088200,0.123737,0.789305,-0.347986,0.447865,-0.360000,-0.108698,0.021794,-0.009135,-0.054791,-0.013108,0.015470,-0.080618,0.097531,0.109324,-0.296985,0.312837,-0.116917,-0.289886,0.172956,0.641530,0.166113,3.041233,-2.970255,2.965227,-2.810186,-1.685986,-3.205110,4.607254,1.458798
3040,151,3.040000,1,Forward,1.000000,0.000000,0.000000,0.133337,-0.005890,-0.010567,0.012557,-0.001635,-0.999920,1.000000,0.000000,0.000000,-0.112342,0.023349,-0.006885,-0.052788,0.029859,-0.036753,-0.004013,0.054145,0.105030,-0.330870,0.378454,-0.110474,-0.117743,0.028234,-0.080961,0.052229,1.624210,-2.270230,3.951964,-1.801495,0.673065,-1.051205,2.582065,-0.374648,-1.253279,-0.142226,-0.346860,-1.650873,-1.146200,-0.174282,0.352802,0.494948,3.157219,-1.391943,1.791460,-2.458181,-1.238313,-0.377380,-0.370284,-1.356087,-1.566050,-0.395198,0.722555,0.788909,3.501908,-1.367914,1.547890,-3.037444,-0.309578,-0.094345,-0.092571,-0.339022,-0.391513,-0.098800,0.180639,0.197227,0.875477,-0.341978,0.386972,-0.360000,-0.309578,-0.094345,-0.092571,-0.339022,-0.391513,-0.098800,0.180639,0.197227,0.875477,-0.341978,0.386972,-0.360000,-0.112342,0.023349,-0.006885,-0.052788,0.029859,-0.036753,-0.004013,0.054145,0.105030,-0.330870,0.378454,-0.110474,-0.117743,0.028234,-0.080961,0.052229,1.624210,-2.270230,3.951964,-1.801495,0.673065,-1.051205,2.582065,-0.374648
3060,152,3.060000,1,Forward,1.000000,0.000000,0.000000,0.175912,0.079903,0.015116,0.013801,-0.004977,-0.999892,1.000000,0.000000,0.000000,-0.113071,0.013543,-0.013933,-0.050719,0.040047,-0.083665,0.085347,0.040395,0.150284,-0.337635,0.394684,-0.151749,-0.017908,-0.696076,-0.420475,0.130248,-0.087981,-2.192297,4.372545,-0.126418,3.137302,-0.099925,0.182932,-2.943917,-1.238313,-0.377380,-0.370284,-1.356087,-1.566050,-0.395198,0.722555,0.788909,3.501908,-1.367914,1.547890,-3.037444,-0.954042,-0.410864,-0.248046,-0.857405,-1.351173,-0.760293,0.954908,0.666906,3.354741,-1.075405,1.080751,-2.887597,-0.238511,-0.102716,-0.062011,-0.214351,-0.337793,-0.190073,0.238727,0.166727,0.838685,-0.268851,0.270188,-0.360000,-0.238511,-0.102716,-0.062011,-0.214351,-0.337793,-0.190073,0.238727,0.166727,0.838685,-0.268851,0.270188,-0.360000,-0.113071,0.013543,-0.013933,-0.050719,0.040047,-0.083665,0.085347,0.040395,0.150284,-0.337635,0.394684,-0.151749,-0.017908,-0.696076,-0.420475,0.130248,-0.087981,-2.192297,4.372545,-0.126418,3.137302,-0.099925,0.182932,-2.943917
3080,153,3.080000,1,Forward,1.000000,0.000000,0.000000,0.393557,0.096582,0.017426,0.015747,-0.012209,-0.999801,1.000000,0.000000,0.000000,-0.114570,-0.007115,-0.019429,-0.044969,0.023583,-0.135621,0.168424,0.049633,0.236352,-0.315444,0.358132,-0.230216,-0.125258,-1.121175,-0.179205,0.363292,-1.220819,-2.566845,3.768281,0.743881,4.951505,1.385978,-2.322229,-4.414589,-0.954042,-0.410864,-0.248046,-0.857405,-1.351173,-0.760293,0.954908,0.666906,3.354741,-1.075405,1.080751,-2.887597,-0.023585,0.173190,0.144834,0.151510,0.490673,-1.180818,1.116523,-0.416257,0.676869,-0.423060,0.433613,-0.532276,-0.005896,0.043297,0.036208,0.037877,0.122668,-0.295205,0.279131,-0.104064,0.169217,-0.105765,0.108403,-0.133069,-0.005896,0.043297,0.036208,0.037877,0.122668,-0.295205,0.279131,-0.104064,0.169217,-0.105765,0.108403,-0.133069,-0.114570,-0.007115,-0.019429,-0.044969,0.023583,-0.135621,0.168424,0.049633,0.236352,-0.315444,0.358132,-0.230216,-0.125258,-1.121175,-0.179205,0.363292,-1.220819,-2.566845,3.768281,0.743881,4.951505,1.385978,-2.322229,-4.414590
3100,154,3.100000,1,Forward,1.000000,0.000000,0.000000,0.458555,0.040800,-0.028232,0.016711,-0.021355,-0.999632,1.000000,0.000000,0.000000,-0.104359,-0.011121,-0.010372,-0.031256,0.038949,-0.194401,0.230876,0.019311,0.251733,-0.246275,0.271845,-0.230546,0.812664,0.274560,0.745890,0.850829,1.530264,-2.922610,2.652846,-2.325623,-0.655030,3.844255,-4.607493,1.402437,-0.023585,0.173190,0.144834,0.151510,0.490673,-1.180818,1.116523,-0.416257,0.676869,-0.423060,0.433613,-0.532276,0.150420,0.200722,-0.059803,-0.019826,0.643349,-0.659084,0.552445,-0.540045,0.174424,0.081239,0.054278,0.293675,0.037605,0.050181,-0.014951,-0.004956,0.160837,-0.164771,0.138111,-0.135011,0.043606,0.020310,0.013569,0.073419,0.037605,0.050181,-0.014951,-0.004956,0.160837,-0.164771,0.138111,-0.135011,0.043606,0.020310,0.013569,0.073419,-0.104359,-0.011121,-0.010372,-0.031256,0.038949,-0.194401,0.230876,0.019311,0.251733,-0.246275,0.271845,-0.230546,0.812664,0.274560,0.745890,0.850829,1.530264,-2.922610,2.652846,-2.325623,-0.655030,3.844255,-4.607493,1.402437
