test,t,joint,joint_name,motor_id,can,desired,position,velocity,torque,online,error_code,pattern
step,0.000000,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,1,0,0
step,0.010073,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,1,0,0
step,0.020034,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,1,0,0
step,0.030088,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,1,0,0
step,0.040083,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,1,0,0
step,0.050078,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,1,0,0
step,0.060080,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,1,0,0
step,0.070083,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,1,0,0
step,0.080075,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,1,0,0
step,0.090073,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,1,0,0
step,0.100073,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.110080,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.120083,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.130077,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.140084,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.150078,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.160130,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.170147,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.180091,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.190058,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.200073,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.210066,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.220102,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.230073,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.240073,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.250076,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.260063,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.270056,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.280074,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.290111,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.300107,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.310124,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.320073,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.330063,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.340078,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
step,0.350072,10,RF_Knee,11,can2,1.021729,1.060000,0.000000,0.000000,0,0,0
