test,t,joint,joint_name,motor_id,can,desired,position,velocity,torque,online,error_code,pattern
step,0.000001,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,1,0,0
step,0.010021,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,1,0,0
step,0.020064,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,1,0,0
step,0.030080,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,1,0,0
step,0.040070,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,1,0,0
step,0.050073,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,1,0,0
step,0.060070,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,1,0,0
step,0.070061,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,1,0,0
step,0.080078,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,1,0,0
step,0.090074,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,1,0,0
step,0.100059,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.110080,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.120120,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.130122,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.140407,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.150112,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.160103,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.170459,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.180106,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.190119,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.200568,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.210106,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.220083,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.230446,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.240091,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.250112,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.260126,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.270149,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.280109,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.290155,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.300106,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.310183,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.320140,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.330881,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
step,0.340524,8,LF_Knee,3,can0,-0.921730,-1.060000,0.000000,0.000000,0,0,0
